10000001,10000001,10000068,0,2014-03-05 00:59:45
10000002,10000001,10000076,4,2014-03-05 00:59:47
10000003,10000001,10000077,4,2014-03-05 00:59:50
10000004,10000001,10000095,0,2014-03-06 20:12:15
10000005,10000001,10000097,4,2014-03-07 09:21:18
10000006,10000001,10000100,4,2014-03-07 20:16:26
10000007,10000001,10000098,0,2014-03-09 18:15:07
10000008,10000002,10000103,0,2014-03-11 19:37:27
10000009,10000001,10000107,4,2014-03-14 20:18:03
10000010,10000002,10000107,0,2014-03-14 20:20:00
10000011,10000001,10000108,0,2014-03-14 21:01:25
10000012,10000002,10000118,4,2014-03-15 16:57:10
10000013,10000002,10000121,4,2014-03-15 17:36:52
10000014,10000002,10000120,4,2014-03-15 17:36:56
10000015,10000003,10000135,0,2014-03-20 17:16:10
10000016,10000003,10000118,0,2014-03-20 17:16:20
10000017,10000003,10000121,0,2014-03-20 18:56:09
10000018,10000003,10000140,4,2014-03-20 18:56:12
10000019,10000003,10000145,4,2014-03-22 16:58:14
10000020,10000003,10000146,4,2014-03-22 17:04:36
10000021,10000003,10000150,0,2014-03-23 20:17:22
10000022,10000003,10000149,0,2014-03-23 20:53:14
10000023,10000004,10000154,0,2014-03-25 07:39:55
10000024,10000004,10000155,4,2014-03-25 07:42:29
10000025,10000005,10000157,4,2014-03-26 18:38:44
10000026,10000003,10000141,0,2014-03-26 21:14:30
10000027,10000005,10000157,0,2014-03-26 21:14:45
10000028,10000005,10000164,4,2014-03-28 13:09:59
10000029,10000005,10000165,0,2014-03-28 18:51:37
10000030,10000005,10000166,0,2014-03-28 19:19:23
10000031,10000004,10000167,0,2014-03-28 19:42:49
10000032,10000004,10000168,0,2014-03-28 20:27:06
10000033,10000004,10000169,4,2014-03-28 20:27:11
10000034,10000005,10000175,4,2014-03-28 22:39:13
10000035,10000005,10000172,4,2014-03-28 22:39:26
10000036,10000005,10000173,4,2014-03-28 22:39:31
10000037,10000005,10000174,4,2014-03-28 22:39:35
10000038,10000005,10000174,4,2014-03-28 22:39:36
10000039,10000005,10000174,4,2014-03-28 22:39:39
10000040,10000005,10000178,0,2014-03-28 22:39:57
10000041,10000004,10000173,0,2014-03-28 22:41:52
10000042,10000004,10000174,0,2014-03-28 22:41:58
10000043,10000004,10000175,0,2014-03-28 22:42:02
10000044,10000001,10000179,0,2014-03-29 15:59:20
10000045,10000006,10000184,0,2014-03-30 08:08:23
10000046,10000007,10000186,4,2014-03-31 21:02:57
10000047,10000007,10000187,4,2014-03-31 21:03:06
10000048,10000006,10000188,0,2014-04-01 20:21:04
10000049,10000007,10000189,0,2014-04-01 20:22:41
10000050,10000007,10000190,4,2014-04-01 20:30:55
10000051,10000007,10000186,0,2014-04-01 20:32:06
10000052,10000006,10000187,0,2014-04-01 20:33:00
10000053,10000006,10000191,0,2014-04-03 00:31:33
10000054,10000006,10000193,0,2014-04-03 00:52:45
10000055,10000008,10000197,0,2014-04-05 00:08:33
10000056,10000006,10000198,0,2014-04-08 13:40:39
10000057,10000006,10000199,0,2014-04-09 00:29:14
10000058,10000006,10000200,0,2014-04-09 10:45:52
10000059,10000006,10000202,0,2014-04-09 10:51:07
10000060,10000006,10000203,0,2014-04-09 10:52:59
10000061,10000006,10000205,0,2014-04-09 20:34:00
10000062,10000006,10000206,0,2014-04-09 20:37:00
10000063,10000006,10000210,0,2014-04-10 00:55:36
10000064,10000006,10000211,0,2014-04-10 00:55:38
10000065,10000006,10000212,4,2014-04-10 01:33:25
10000066,10000006,10000213,0,2014-04-10 11:52:46
10000067,10000006,10000155,0,2014-04-10 14:20:49
10000068,10000009,10000215,0,2014-04-10 23:51:00
10000069,10000006,10000216,0,2014-04-11 12:49:31
10000070,10000006,10000217,0,2014-04-11 12:57:22
10000071,10000006,10000219,0,2014-04-11 23:44:41
10000072,10000006,10000220,4,2014-04-11 23:48:45
10000073,10000006,10000221,0,2014-04-11 23:53:34
10000074,10000009,10000222,0,2014-04-11 23:57:03
10000075,10000006,10000223,0,2014-04-12 02:03:21
10000076,10000009,10000224,4,2014-04-13 00:18:19
10000077,10000009,10000218,0,2014-04-13 00:18:27
10000078,10000009,10000225,0,2014-04-13 00:29:16
10000079,10000009,10000232,0,2014-04-15 20:14:10
10000080,10000009,10000231,0,2014-04-15 23:11:36
10000081,10000005,10000234,0,2014-04-16 18:47:29
10000082,10000006,10000239,0,2014-04-17 23:16:46
10000083,10000006,10000209,0,2014-04-19 20:48:15
10000084,10000006,10000246,0,2014-04-19 21:16:14
10000085,10000010,10000253,0,2014-04-19 22:47:27
10000086,10000010,10000249,4,2014-04-22 00:56:00
10000087,10000006,10000273,0,2014-04-24 01:34:03
10000088,10000006,10000274,4,2014-04-24 18:23:03
10000089,10000006,10000274,0,2014-04-24 18:30:35
10000090,10000006,10000276,0,2014-04-24 21:11:33
10000091,10000006,10000278,0,2014-04-24 23:39:41
10000092,10000006,10000279,0,2014-04-26 01:44:19
10000093,10000006,10000282,0,2014-04-26 01:59:10
10000094,10000010,10000284,0,2014-04-26 02:06:29
10000095,10000011,10000297,0,2014-04-30 02:09:32
10000096,10000011,10000298,0,2014-04-30 02:12:59
10000097,10000006,10000303,0,2014-05-01 02:45:42
10000098,10000012,10000312,0,2014-05-04 11:18:35
10000099,10000012,10000314,0,2014-05-05 01:12:30
10000100,10000012,10000171,0,2014-05-05 01:12:47
10000101,10000012,10000316,0,2014-05-05 01:25:16
10000102,10000012,10000317,4,2014-05-05 01:26:43
10000103,10000012,10000318,0,2014-05-05 01:31:47
10000104,10000012,10000319,4,2014-05-05 01:36:08
10000105,10000012,10000320,0,2014-05-05 01:37:35
10000106,10000012,10000321,4,2014-05-05 01:40:13
10000107,10000012,10000322,0,2014-05-05 01:43:13
10000108,10000012,10000323,0,2014-05-05 01:45:34
10000109,10000012,10000327,0,2014-05-06 00:52:10
10000110,10000012,10000330,0,2014-05-06 00:57:30
10000111,10000012,10000329,0,2014-05-06 00:57:32
10000112,10000012,10000328,0,2014-05-06 00:57:34
10000113,10000012,10000332,0,2014-05-06 01:09:49
10000114,10000012,10000335,0,2014-05-06 23:36:42
10000115,10000012,10000336,0,2014-05-06 23:40:05
10000116,10000012,10000337,0,2014-05-06 23:58:34
10000117,10000012,10000340,0,2014-05-07 00:06:03
10000118,10000012,10000342,0,2014-05-07 00:11:46
10000119,10000012,10000349,4,2014-05-07 01:23:48
10000120,10000012,10000350,4,2014-05-07 15:51:43
10000121,10000012,10000349,4,2014-05-07 17:01:45
10000122,10000012,10000351,0,2014-05-07 17:06:59
10000123,10000013,10000352,0,2014-05-08 01:12:14
10000124,10000014,10000369,0,2014-05-12 02:16:23
10000125,10000014,10000375,0,2014-05-13 02:25:04
10000126,10000014,10000377,0,2014-05-14 01:16:03
10000127,10000014,10000379,0,2014-05-14 01:20:17
10000128,10000015,10000384,0,2014-05-15 00:51:07
10000129,10000015,10000385,0,2014-05-15 01:02:09
10000130,10000015,10000386,0,2014-05-15 01:21:26
10000131,10000012,10000393,0,2014-05-16 02:37:23
10000132,10000012,10000394,0,2014-05-17 01:37:31
10000133,10000012,10000396,0,2014-05-17 01:49:57
10000134,10000012,10000397,0,2014-05-17 01:54:17
10000135,10000012,10000402,0,2014-05-18 01:39:21
10000136,10000015,10000404,4,2014-05-18 01:53:26
10000137,10000016,10000404,0,2014-05-18 01:55:28
10000138,10000012,10000405,0,2014-05-18 01:57:27
10000139,10000016,10000406,0,2014-05-18 02:04:27
10000140,10000016,10000408,0,2014-05-18 02:10:26
10000141,10000016,10000411,4,2014-05-18 02:18:24
10000142,10000016,10000414,4,2014-05-19 01:04:14
10000143,10000015,10000365,0,2014-05-20 02:58:20
10000144,10000006,10000194,0,2014-05-20 18:27:54
10000145,10000012,10000432,0,2014-05-22 00:59:48
10000146,10000017,10000437,4,2014-05-23 01:23:38
10000147,10000017,10000438,0,2014-05-23 01:24:17
10000148,10000017,10000439,0,2014-05-23 01:26:38
10000149,10000015,10000383,0,2014-05-23 22:00:33
10000150,10000012,10000453,0,2014-05-26 00:45:23
10000151,10000018,10000458,0,2014-05-26 01:19:07
10000152,10000012,10000464,0,2014-05-27 00:49:50
10000153,10000019,10000468,4,2014-05-27 22:54:12
10000154,10000012,10000471,0,2014-05-28 01:07:36
10000155,10000012,10000474,0,2014-05-28 01:15:56
10000156,10000012,10000473,0,2014-05-28 01:15:58
10000157,10000012,10000472,0,2014-05-28 01:15:59
10000158,10000012,10000475,4,2014-05-28 01:22:31
10000159,10000012,10000476,0,2014-05-29 00:23:10
10000160,10000012,10000477,0,2014-05-29 00:32:33
10000161,10000012,10000480,0,2014-05-29 01:19:53
10000162,10000020,10000482,4,2014-05-29 01:25:41
10000163,10000020,10000481,0,2014-05-29 01:25:42
10000164,10000012,10000483,0,2014-05-29 13:15:12
10000165,10000012,10000485,0,2014-05-29 20:43:36
10000166,10000012,10000485,0,2014-05-29 20:48:26
10000167,10000021,10000488,0,2014-05-30 00:06:20
10000168,10000021,10000490,0,2014-05-30 00:38:22
10000169,10000013,10000491,0,2014-05-30 01:06:22
10000170,10000013,10000492,0,2014-05-30 01:06:24
10000171,10000022,10000496,4,2014-05-30 12:16:51
10000172,10000012,10000501,0,2014-05-31 16:52:38
10000173,10000012,10000463,0,2014-05-31 16:53:05
10000174,10000012,10000496,0,2014-06-02 17:30:02
10000175,10000022,10000503,0,2014-06-02 17:30:22
10000176,10000022,10000505,0,2014-06-02 17:35:25
10000177,10000022,10000506,4,2014-06-02 17:37:56
10000178,10000023,10000506,0,2014-06-03 16:34:08
10000179,10000024,10000509,0,2014-06-03 23:47:31
10000180,10000024,10000510,4,2014-06-04 00:21:42
10000181,10000023,10000512,0,2014-06-04 12:13:23
10000182,10000024,10000513,0,2014-06-04 21:34:33
10000183,10000024,10000514,0,2014-06-04 23:31:09
10000184,10000023,10000518,0,2014-06-05 00:30:03
10000185,10000023,10000510,0,2014-06-05 00:43:59
10000186,10000025,10000520,0,2014-06-09 02:13:22
10000187,10000025,10000519,0,2014-06-09 02:13:23
10000188,10000025,10000249,0,2014-06-09 02:13:25
10000189,10000024,10000535,0,2014-06-11 00:27:30
10000190,10000024,10000534,0,2014-06-11 00:27:41
10000191,10000024,10000539,0,2014-06-11 00:46:44
10000192,10000024,10000541,0,2014-06-11 00:51:00
10000193,10000024,10000542,0,2014-06-11 00:52:31
10000194,10000024,10000543,0,2014-06-11 00:57:40
10000195,10000026,10000533,0,2014-06-11 01:19:38
10000196,10000024,10000546,0,2014-06-11 14:45:14
10000197,10000024,10000551,0,2014-06-12 00:30:56
10000198,10000024,10000549,0,2014-06-12 00:47:10
10000199,10000024,10000547,0,2014-06-12 00:47:13
10000200,10000024,10000553,0,2014-06-12 00:59:54
10000201,10000024,10000544,0,2014-06-12 01:22:12
10000202,10000027,10000556,0,2014-06-12 01:44:20
10000203,10000027,10000545,0,2014-06-12 01:44:22
10000204,10000024,10000557,0,2014-06-12 01:47:27
10000205,10000024,10000558,0,2014-06-12 01:52:07
10000206,10000028,10000563,0,2014-06-13 02:54:47
10000207,10000028,10000564,0,2014-06-13 02:54:50
10000208,10000028,10000565,0,2014-06-13 02:54:52
10000209,10000028,10000566,0,2014-06-13 02:55:01
10000210,10000028,10000567,0,2014-06-13 02:55:16
10000211,10000024,10000571,4,2014-06-13 23:31:01
10000212,10000024,10000572,4,2014-06-13 23:33:05
10000213,10000024,10000577,0,2014-06-15 23:53:03
10000214,10000024,10000576,0,2014-06-15 23:53:05
10000215,10000028,10000569,4,2014-06-16 00:57:05
10000216,10000028,10000570,4,2014-06-16 00:57:07
10000217,10000028,10000573,4,2014-06-16 00:57:09
10000218,10000028,10000580,4,2014-06-16 00:57:11
10000219,10000028,10000582,4,2014-06-16 00:57:15
10000220,10000024,10000573,0,2014-06-16 01:02:48
10000221,10000024,10000570,0,2014-06-16 01:02:50
10000222,10000029,10000582,4,2014-06-16 01:03:59
10000223,10000029,10000580,0,2014-06-16 01:04:00
10000224,10000024,10000584,0,2014-06-16 15:22:12
10000225,10000029,10000585,0,2014-06-16 23:02:45
10000226,10000029,10000569,0,2014-06-16 23:02:47
10000227,10000030,10000591,0,2014-06-19 01:24:27
10000228,10000030,10000593,0,2014-06-19 01:24:35
10000229,10000024,10000588,0,2014-06-19 01:24:46
10000230,10000024,10000589,0,2014-06-19 01:24:48
10000231,10000024,10000590,0,2014-06-19 01:24:51
10000232,10000024,10000592,0,2014-06-19 01:24:53
10000233,10000024,10000600,0,2014-06-19 20:14:25
10000234,10000031,10000603,0,2014-06-23 02:03:24
10000235,10000031,10000605,0,2014-06-23 02:03:26
10000236,10000031,10000606,0,2014-06-23 02:03:28
10000237,10000031,10000611,0,2014-06-23 02:03:31
10000238,10000024,10000617,0,2014-06-24 00:38:02
10000239,10000024,10000623,0,2014-06-24 00:38:04
10000240,10000026,10000632,0,2014-06-25 23:40:20
10000241,10000032,10000620,0,2014-06-25 23:52:09
10000242,10000032,10000621,0,2014-06-25 23:52:12
10000243,10000032,10000627,0,2014-06-25 23:52:14
10000244,10000032,10000630,0,2014-06-25 23:52:16
10000245,10000032,10000631,0,2014-06-25 23:52:21
10000246,10000024,10000638,0,2014-06-26 12:23:52
10000247,10000024,10000640,0,2014-06-26 16:23:59
10000248,10000024,10000644,0,2014-07-03 23:21:00
10000249,10000033,10000645,0,2014-07-03 23:22:12
10000250,10000033,10000651,0,2014-07-03 23:23:51
10000251,10000033,10000655,0,2014-07-03 23:24:58
10000252,10000033,10000659,0,2014-07-03 23:25:10
10000253,10000033,10000665,0,2014-07-03 23:25:21
10000254,10000033,10000666,0,2014-07-03 23:25:35
10000255,10000033,10000667,0,2014-07-03 23:25:49
10000256,10000033,10000673,4,2014-07-03 23:28:20
10000257,10000033,10000674,0,2014-07-03 23:28:26
10000258,10000033,10000675,0,2014-07-03 23:28:29
10000259,10000033,10000677,0,2014-07-03 23:29:08
10000260,10000033,10000679,0,2014-07-03 23:29:13
10000261,10000033,10000680,0,2014-07-03 23:29:16
10000262,10000033,10000688,0,2014-07-06 15:04:27
10000263,10000024,10000652,0,2014-07-07 00:33:20
10000264,10000024,10000658,0,2014-07-07 00:33:24
10000265,10000034,10000661,0,2014-07-07 00:41:55
10000266,10000034,10000673,4,2014-07-07 00:42:06
10000267,10000034,10000673,0,2014-07-07 00:42:07
10000268,10000034,10000673,4,2014-07-07 00:42:10
10000269,10000034,10000673,4,2014-07-07 00:42:10
10000270,10000034,10000673,4,2014-07-07 00:42:12
10000271,10000034,10000673,4,2014-07-07 00:42:16
10000272,10000034,10000673,4,2014-07-07 00:42:20
10000273,10000034,10000681,0,2014-07-07 00:42:33
